Localidades;Periodos;Empregos Formais ;Empregos Formais das Pessoas com Ensino Fundamental Incompleto ;Empregos Formais das Pessoas com Ensino Fundamental Completo ;Empregos Formais das Pessoas com Ensino M‚dio Completo ;Empregos Formais das Pessoas com Ensino Superior Completo ;C¢d. IBGE
Lutécia;2014;447;76;125;170;76;3527900
Lutécia;2015;440;70;111;185;74;3527900
Lutécia;2016;441;80;181;124;56;3527900
Lutécia;2017;445;78;177;132;58;3527900
Macatuba;2013;4410;1063;850;2024;473;3528007
Macatuba;2014;4347;927;748;2179;493;3528007
Macatuba;2015;4368;847;712;2319;490;3528007
Macatuba;2016;4136;630;661;2356;489;3528007
Macatuba;2017;3974;593;602;2266;513;3528007
Macaubal;2013;2448;176;229;1401;642;3528106
Macaubal;2014;2057;115;196;1246;500;3528106
Macaubal;2015;1758;106;205;1039;408;3528106
Macaubal;2016;1645;97;163;990;395;3528106
Macaubal;2017;1747;91;150;1085;421;3528106
Macedônia;2013;493;138;53;221;81;3528205
Macedônia;2014;490;131;66;208;85;3528205
Macedônia;2015;485;127;69;203;86;3528205
Macedônia;2016;465;112;66;208;79;3528205
Macedônia;2017;452;101;63;208;80;3528205
Magda;2013;603;153;164;198;88;3528304
Magda;2014;570;137;165;181;87;3528304
Magda;2015;620;147;165;205;103;3528304
Magda;2016;637;139;183;215;100;3528304
Magda;2017;667;121;188;241;117;3528304
Mairinque;2013;9578;1167;1994;5163;1254;3528403
Mairinque;2014;9376;1041;2077;5044;1214;3528403
Mairinque;2015;9097;865;2180;4823;1229;3528403
Mairinque;2016;9216;827;2293;4761;1335;3528403
Mairinque;2017;9562;814;1871;5290;1587;3528403
Mairiporã;2013;14716;1610;2427;9129;1550;3528502
Mairiporã;2014;14266;1395;2276;9009;1586;3528502
Mairiporã;2015;13367;1331;2057;8392;1587;3528502
Mairiporã;2016;13376;1323;2019;8520;1514;3528502
Mairiporã;2017;13578;1254;1949;8637;1738;3528502
Manduri;2013;1808;715;346;691;56;3528601
Manduri;2014;1407;444;238;682;43;3528601
Manduri;2015;1769;683;233;787;66;3528601
Manduri;2016;1698;549;252;767;130;3528601
Manduri;2017;1440;298;204;807;131;3528601
Marabá Paulista;2013;711;206;161;240;104;3528700
Marabá Paulista;2014;677;172;141;248;116;3528700
Marabá Paulista;2015;678;182;133;252;111;3528700
Marabá Paulista;2016;664;168;121;273;102;3528700
Marabá Paulista;2017;649;150;110;279;110;3528700
Maracaí;2013;2555;670;439;1118;328;3528809
Maracaí;2014;2023;276;357;1073;317;3528809
Maracaí;2015;2418;266;367;1422;363;3528809
Maracaí;2016;2605;265;527;1469;344;3528809
Maracaí;2017;2696;521;453;1323;399;3528809
Marapoama;2013;1444;439;176;717;112;3528858
Marapoama;2014;1407;421;176;702;108;3528858
Marapoama;2015;1426;464;164;686;112;3528858
Marapoama;2016;1496;492;149;729;126;3528858
Marapoama;2017;1478;539;137;672;130;3528858
Mariápolis;2013;353;53;66;153;81;3528908
Mariápolis;2014;367;52;62;167;86;3528908
Mariápolis;2015;353;30;108;140;75;3528908
Mariápolis;2016;328;28;69;155;76;3528908
Mariápolis;2017;331;26;72;144;89;3528908
Marília;2013;64346;5796;10425;37221;10904;3529005
Marília;2014;65792;5489;10398;38792;11113;3529005
Marília;2015;65282;4951;9558;39136;11637;3529005
Marília;2016;66320;4898;9330;40256;11836;3529005
Marília;2017;66947;4834;8999;40737;12377;3529005
Marinópolis;2013;319;70;52;143;54;3529104
Marinópolis;2014;325;61;54;156;54;3529104
Marinópolis;2015;324;58;56;160;50;3529104
Marinópolis;2016;336;45;42;175;74;3529104
Marinópolis;2017;315;41;35;167;72;3529104
Martinópolis;2013;3494;600;661;1698;535;3529203
Martinópolis;2014;3365;480;584;1711;590;3529203
Martinópolis;2015;3442;456;618;1733;635;3529203
Martinópolis;2016;2985;364;454;1602;565;3529203
Martinópolis;2017;2931;324;426;1631;550;3529203
Matão;2013;32407;7932;7585;13937;2953;3529302
Matão;2014;30916;7162;6777;13947;3030;3529302
Matão;2015;33424;9454;6952;13930;3088;3529302
Matão;2016;30315;7168;6014;13888;3245;3529302
Matão;2017;32368;8506;5975;14361;3526;3529302
Mauá;2013;73131;10210;12909;40305;9707;3529401
Mauá;2014;66979;6670;10936;39866;9507;3529401
Mauá;2015;66174;5959;10002;40184;10029;3529401
Mauá;2016;64480;5317;9130;40005;10028;3529401
Mauá;2017;63968;4385;7920;40338;11325;3529401
Mendonça;2013;2151;722;543;727;159;3529500
Mendonça;2014;2437;897;576;790;174;3529500
Mendonça;2015;1338;309;267;588;174;3529500
Mendonça;2016;2310;694;499;906;211;3529500
Mendonça;2017;2429;707;533;960;229;3529500
Meridiano;2013;2408;538;578;1075;217;3529609
Meridiano;2014;2549;557;613;1120;259;3529609
Meridiano;2015;2382;481;566;1100;235;3529609
Meridiano;2016;2169;420;469;1022;258;3529609
Meridiano;2017;2142;398;494;980;270;3529609
Mesópolis;2013;240;42;41;93;64;3529658
Mesópolis;2014;223;37;33;100;53;3529658
Mesópolis;2015;219;40;34;98;47;3529658
Mesópolis;2016;227;45;39;94;49;3529658
Mesópolis;2017;251;41;45;108;57;3529658
Miguelópolis;2013;4292;1149;799;1903;441;3529708
Miguelópolis;2014;4351;1044;732;2116;459;3529708
Miguelópolis;2015;3451;688;567;1734;462;3529708
Miguelópolis;2016;2735;363;460;1506;406;3529708
Miguelópolis;2017;2713;289;389;1619;416;3529708
Mineiros do Tietê;2013;1722;259;515;718;230;3529807
Mineiros do Tietê;2014;1847;264;565;782;236;3529807
Mineiros do Tietê;2015;1589;194;449;716;230;3529807
Mineiros do Tietê;2016;1450;186;318;690;256;3529807
Mineiros do Tietê;2017;1536;171;297;811;257;3529807
Mira Estrela;2013;457;126;63;180;88;3530003
Mira Estrela;2014;458;121;60;186;91;3530003
Mira Estrela;2015;487;114;73;214;86;3530003
Mira Estrela;2016;488;83;98;208;99;3530003
Mira Estrela;2017;452;85;89;177;101;3530003
Miracatu;2013;2793;620;636;1262;275;3529906
Miracatu;2014;2902;523;604;1470;305;3529906
Miracatu;2015;2942;504;561;1546;331;3529906
Miracatu;2016;3106;479;592;1712;323;3529906
Miracatu;2017;2718;377;465;1532;344;3529906
Mirandópolis;2013;4302;484;841;2464;513;3530102
Mirandópolis;2014;4258;413;705;2589;551;3530102
Mirandópolis;2015;3942;397;630;2387;528;3530102
Mirandópolis;2016;3836;373;587;2340;536;3530102
Mirandópolis;2017;3848;377;562;2383;526;3530102
Mirante do Paranapanema;2013;3736;432;669;2388;247;3530201
Mirante do Paranapanema;2014;3713;381;717;2370;245;3530201
Mirante do Paranapanema;2015;3700;381;707;2309;303;3530201
Mirante do Paranapanema;2016;3502;408;695;2073;326;3530201
Mirante do Paranapanema;2017;3633;400;667;2179;387;3530201
Mirassol;2013;14767;1678;3165;8136;1788;3530300
Mirassol;2014;15136;1792;3013;8509;1822;3530300
Mirassol;2015;14058;1546;2518;8069;1925;3530300
Mirassol;2016;13298;1386;2299;7587;2026;3530300
Mirassol;2017;13731;1363;2397;7875;2096;3530300
Mirassolândia;2013;543;145;102;228;68;3530409
Mirassolândia;2014;583;142;97;270;74;3530409
Mirassolândia;2015;551;118;109;255;69;3530409
Mirassolândia;2016;568;105;98;288;77;3530409
Mirassolândia;2017;565;100;88;291;86;3530409
Mococa;2013;17731;3490;3748;8604;1889;3530508
Mococa;2014;17582;3333;3585;8662;2002;3530508
Mococa;2015;17029;3258;3457;8332;1982;3530508
Mococa;2016;16470;2581;3169;8476;2244;3530508
Mococa;2017;16757;2968;3112;8612;2065;3530508
Mogi das Cruzes;2013;101402;9647;15196;62419;14140;3530607
Mogi das Cruzes;2014;104185;9608;15434;64291;14852;3530607
Mogi das Cruzes;2015;100987;8494;13625;64163;14705;3530607
Mogi das Cruzes;2016;98273;7463;12300;61463;17047;3530607
Mogi das Cruzes;2017;99614;6964;11588;65020;16042;3530607
Mogi Guaçu;2013;40766;5055;8230;21816;5665;3530706
Mogi Guaçu;2014;40905;6112;7553;21605;5635;3530706
Mogi Guaçu;2015;41680;5851;6921;22651;6257;3530706
Mogi Guaçu;2016;37809;4464;6434;21079;5832;3530706
Mogi Guaçu;2017;39210;5544;5944;21131;6591;3530706
Mogi Mirim;2013;29371;3220;5777;16291;4083;
Mogi Mirim;2014;29326;3085;5502;16394;4345;
Mogi Mirim;2015;28367;2681;5031;16128;4527;
Mogi Mirim;2016;27216;2492;4523;15643;4558;
Mogi Mirim;2017;27594;2449;4257;16124;4764;
Mombuca;2013;491;162;91;155;83;3530904
Mombuca;2014;535;181;95;187;72;3530904
Mombuca;2015;592;183;133;187;89;3530904
Mombuca;2016;603;180;138;190;95;3530904
Mombuca;2017;711;177;167;257;110;3530904
Mongaguá;2013;5919;536;1356;3155;872;3531100
Mongaguá;2014;6032;502;1331;3321;878;3531100
Mongaguá;2015;6574;501;1398;3711;964;3531100
Mongaguá;2016;6134;433;1198;3532;971;3531100
Mongaguá;2017;6189;443;1097;3614;1035;3531100
Monte Alegre do Sul;2013;1405;295;441;511;158;3531209
Monte Alegre do Sul;2014;1127;227;412;339;149;3531209
Monte Alegre do Sul;2015;1162;226;376;394;166;3531209
Monte Alegre do Sul;2016;1089;158;368;417;146;3531209
Monte Alegre do Sul;2017;1194;156;392;490;156;3531209
Monte Alto;2013;14343;1918;3465;7277;1683;3531308
Monte Alto;2014;13704;1683;3182;7094;1745;3531308
Monte Alto;2015;13130;1474;2971;6878;1807;3531308
Monte Alto;2016;12874;1417;2917;6651;1889;3531308
Monte Alto;2017;12925;1314;2683;6910;2018;3531308
Monte Aprazível;2013;4212;776;980;1682;774;3531407
Monte Aprazível;2014;5535;1145;1847;1739;804;3531407
Monte Aprazível;2015;5850;1142;2044;1789;875;3531407
Monte Aprazível;2016;6135;1200;2044;2032;859;3531407
Monte Aprazível;2017;4182;641;898;1846;797;3531407
Monte Azul Paulista;2013;5963;2433;1050;1902;578;3531506
Monte Azul Paulista;2014;5084;1654;856;1974;600;3531506
Monte Azul Paulista;2015;4742;1355;782;1966;639;3531506
Monte Azul Paulista;2016;4045;608;704;2104;629;3531506
Monte Azul Paulista;2017;5467;1583;869;2333;682;3531506
Monte Castelo;2013;581;127;131;242;81;3531605
Monte Castelo;2014;534;107;122;213;92;3531605
Monte Castelo;2015;606;107;132;259;108;3531605
Monte Castelo;2016;499;84;103;208;104;3531605
Monte Castelo;2017;507;79;108;227;93;3531605
Monte Mor;2013;11246;1745;2743;5389;1369;3531803
Monte Mor;2014;13389;1821;3034;6508;2026;3531803
Monte Mor;2015;13220;1657;2725;6588;2250;3531803
Monte Mor;2016;13161;1372;2826;6723;2240;3531803
Monte Mor;2017;14259;1320;3144;7251;2544;3531803
Monteiro Lobato;2013;856;154;135;489;78;3531704
Monteiro Lobato;2014;1048;157;174;621;96;3531704
Monteiro Lobato;2015;676;153;120;312;91;3531704
Monteiro Lobato;2016;675;128;124;346;77;3531704
Monteiro Lobato;2017;664;110;122;350;82;3531704
Monções;2013;1798;526;366;778;128;3531001
Monções;2014;1417;405;291;602;119;3531001
Monções;2015;1564;415;326;693;130;3531001
Monções;2016;1751;448;358;799;146;3531001
Monções;2017;1679;445;314;771;149;3531001
Morro Agudo;2013;8168;2067;1862;3218;1021;3531902
Morro Agudo;2014;8392;2213;1843;3346;990;3531902
Morro Agudo;2015;9079;2416;1956;3736;971;3531902
Morro Agudo;2016;8785;2174;1993;3774;844;3531902
Morro Agudo;2017;8200;1817;1807;3663;913;3531902
Morungaba;2013;11314;3454;3596;3842;422;3532009
Morungaba;2014;9869;2946;2976;3540;407;3532009
Morungaba;2015;8210;2041;2465;3309;395;3532009
Morungaba;2016;6058;1538;1820;2316;384;3532009
Morungaba;2017;5462;1157;1519;2391;395;3532009
Motuca;2013;523;61;140;224;98;3532058
Motuca;2014;539;80;144;218;97;3532058
Motuca;2015;591;112;142;225;112;3532058
Motuca;2016;627;118;129;268;112;3532058
Motuca;2017;639;143;109;277;110;3532058
Murutinga do Sul;2013;486;60;75;270;81;3532108
Murutinga do Sul;2014;511;58;71;295;87;3532108
Murutinga do Sul;2015;495;62;77;263;93;3532108
Murutinga do Sul;2016;524;102;58;256;108;3532108
Murutinga do Sul;2017;478;98;47;228;105;3532108
Nantes;2013;352;73;64;148;67;3532157
Nantes;2014;342;67;61;150;64;3532157
Nantes;2015;367;65;62;169;71;3532157
Nantes;2016;324;45;58;153;68;3532157
Nantes;2017;369;46;55;178;90;3532157
Narandiba;2013;1045;200;147;546;152;3532207
Narandiba;2014;1050;210;133;562;145;3532207
Narandiba;2015;1033;190;129;567;147;3532207
Narandiba;2016;1040;186;137;578;139;3532207
Narandiba;2017;1059;195;273;478;113;3532207
Natividade da Serra;2013;704;209;118;281;96;3532306
Natividade da Serra;2014;753;221;149;285;98;3532306
Natividade da Serra;2015;787;243;153;295;96;3532306
Natividade da Serra;2016;716;189;128;291;108;3532306
Natividade da Serra;2017;694;180;142;259;113;3532306
Nazaré Paulista;2013;2887;462;451;1603;371;3532405
Nazaré Paulista;2014;2778;355;372;1622;429;3532405
Nazaré Paulista;2015;2805;367;369;1603;466;3532405
Nazaré Paulista;2016;2712;329;358;1525;500;3532405
Nazaré Paulista;2017;2885;327;324;1668;566;3532405
Neves Paulista;2013;1620;346;362;708;204;3532504
Neves Paulista;2014;1618;332;389;680;217;3532504
Neves Paulista;2015;1584;323;359;692;210;3532504
Neves Paulista;2016;1679;369;396;730;184;3532504
Neves Paulista;2017;1916;393;388;859;276;3532504
Nhandeara;2013;1850;261;444;902;243;3532603
Nhandeara;2014;1935;283;440;946;266;3532603
Nhandeara;2015;1849;215;386;956;292;3532603
Nhandeara;2016;1778;192;352;941;293;3532603
Nhandeara;2017;1703;170;314;898;321;3532603
Nipoã;2013;627;213;124;194;96;3532702
Nipoã;2014;743;253;171;200;119;3532702
Nipoã;2015;774;200;219;240;115;3532702
Nipoã;2016;757;153;245;245;114;3532702
Nipoã;2017;819;185;222;273;139;3532702
Nova Aliança;2013;1138;246;257;515;120;3532801
Nova Aliança;2014;1185;267;241;550;127;3532801
Nova Aliança;2015;1205;251;260;532;162;3532801
Nova Aliança;2016;1244;226;277;581;160;3532801
Nova Aliança;2017;1352;233;293;653;173;3532801
Nova Campina;2013;2340;392;620;1006;322;3532827
Nova Campina;2014;2072;377;447;827;421;3532827
Nova Campina;2015;2246;408;452;964;422;3532827
Nova Campina;2016;1908;247;375;894;392;3532827
Nova Campina;2017;1956;219;398;1024;315;3532827
Nova Canaã Paulista;2013;213;32;21;101;59;3532843
Nova Canaã Paulista;2014;255;36;17;141;61;3532843
Nova Canaã Paulista;2015;214;38;18;92;66;3532843
Nova Canaã Paulista;2016;214;33;20;96;65;3532843
Nova Canaã Paulista;2017;202;27;18;90;67;3532843
Nova Castilho;2013;240;54;59;78;49;3532868
Nova Castilho;2014;224;52;53;76;43;3532868
Nova Castilho;2015;235;60;50;80;45;3532868
Nova Castilho;2016;236;61;51;76;48;3532868
Nova Castilho;2017;219;57;41;74;47;3532868
Nova Europa;2013;3946;1619;743;1232;352;3532900
Nova Europa;2014;4035;1578;737;1405;315;3532900
Nova Europa;2015;4039;1456;827;1384;372;3532900
Nova Europa;2016;3786;1359;774;1342;311;3532900
Nova Europa;2017;3586;1280;665;1249;392;3532900
Nova Granada;2013;2565;335;679;1183;368;3533007
Nova Granada;2014;2560;323;655;1212;370;3533007
Nova Granada;2015;2554;343;655;1191;365;3533007
Nova Granada;2016;2608;332;619;1284;373;3533007
Nova Granada;2017;2960;433;591;1478;458;3533007
Nova Guataporanga;2013;253;78;32;80;63;3533106
Nova Guataporanga;2014;231;80;29;62;60;3533106
Nova Guataporanga;2015;236;73;27;74;62;3533106
Nova Guataporanga;2016;225;63;23;80;59;3533106
Nova Guataporanga;2017;256;67;26;100;63;3533106
Nova Independência;2013;1390;327;291;632;140;3533205
Nova Independência;2014;1393;321;251;656;165;3533205
Nova Independência;2015;1298;294;234;629;141;3533205
Nova Independência;2016;1342;272;229;665;176;3533205
Nova Independência;2017;1546;289;261;809;187;3533205
Nova Luzitânia;2013;353;26;34;208;85;3533304
Nova Luzitânia;2014;323;22;28;184;89;3533304
Nova Luzitânia;2015;277;20;27;150;80;3533304
Nova Luzitânia;2016;269;11;25;135;98;3533304
Nova Luzitânia;2017;278;11;31;144;92;3533304
Nova Odessa;2013;19748;2758;4853;10187;1950;3533403
Nova Odessa;2014;19459;2643;4591;10175;2050;3533403
Nova Odessa;2015;18446;2316;4041;9959;2130;3533403
Nova Odessa;2016;18115;2262;3783;9929;2141;3533403
Nova Odessa;2017;18963;2234;3797;10542;2390;3533403
Novais;2013;351;84;82;112;73;3533254
Novais;2014;438;88;95;132;123;3533254
Novais;2015;428;77;104;132;115;3533254
Novais;2016;427;71;113;124;119;3533254
Novais;2017;457;76;92;166;123;3533254
Novo Horizonte;2013;9896;1989;3092;3539;1276;3533502
Novo Horizonte;2014;8688;1557;2426;3633;1072;3533502
Novo Horizonte;2015;10702;1940;3434;4079;1249;3533502
Novo Horizonte;2016;9744;1572;3218;3708;1246;3533502
Novo Horizonte;2017;9751;1463;3181;3807;1300;3533502
Nuporanga;2013;2810;551;936;1031;292;3533601
Nuporanga;2014;2991;652;964;1088;287;3533601
Nuporanga;2015;3064;671;950;1156;287;3533601
Nuporanga;2016;3005;308;299;548;1850;3533601
Nuporanga;2017;3170;247;271;2255;397;3533601
Ocauçu;2013;740;289;173;219;59;3533700
Ocauçu;2014;817;317;167;255;78;3533700
Ocauçu;2015;859;315;174;280;90;3533700
Ocauçu;2016;902;268;184;359;91;3533700
Ocauçu;2017;969;275;187;415;92;3533700
Óleo;2013;361;73;99;139;50;3533809
Óleo;2014;361;68;101;140;52;3533809
Óleo;2015;364;58;95;159;52;3533809
Óleo;2016;332;62;101;122;47;3533809
Óleo;2017;333;55;88;134;56;3533809
Olímpia;2013;14856;2920;2908;7203;1825;3533908
Olímpia;2014;15361;2838;2810;7690;2023;3533908
Olímpia;2015;15395;2517;2627;7967;2284;3533908
Olímpia;2016;15019;2186;2392;8006;2435;3533908
Olímpia;2017;15075;2014;2306;8069;2686;3533908
Onda Verde;2013;3366;1296;774;1112;184;3534005
Onda Verde;2014;2290;800;541;785;164;3534005
Onda Verde;2015;2681;1130;560;821;170;3534005
Onda Verde;2016;2333;829;493;843;168;3534005
Onda Verde;2017;2269;782;487;854;146;3534005
Oriente;2013;961;265;181;427;88;3534104
Oriente;2014;912;218;138;455;101;3534104
Oriente;2015;951;200;163;457;131;3534104
Oriente;2016;807;126;141;435;105;3534104
Oriente;2017;849;100;140;469;140;3534104
Orindiúva;2013;3135;1121;734;873;407;3534203
Orindiúva;2014;2991;978;662;906;445;3534203
Orindiúva;2015;2880;894;648;896;442;3534203
Orindiúva;2016;2908;814;636;1015;443;3534203
Orindiúva;2017;2876;761;631;1035;449;3534203
Orlândia;2013;11917;2276;3389;4860;1392;3534302
Orlândia;2014;11931;2120;3265;5047;1499;3534302
Orlândia;2015;11493;1693;3053;5165;1582;3534302
Orlândia;2016;11386;1656;2784;5541;1405;3534302
Orlândia;2017;11538;1500;2891;5692;1455;3534302
Osasco;2013;175612;16806;30438;94056;34312;3534401
Osasco;2014;177201;14799;28930;95089;38383;3534401
Osasco;2015;169369;12640;26872;94221;35636;3534401
Osasco;2016;160186;10811;22593;89659;37123;3534401
Osasco;2017;155192;9556;20299;88837;36500;3534401
Oscar Bressane;2013;434;76;91;165;102;3534500
Oscar Bressane;2014;433;72;80;185;96;3534500
Oscar Bressane;2015;442;76;69;193;104;3534500
Oscar Bressane;2016;452;58;68;212;114;3534500
Oscar Bressane;2017;454;57;51;232;114;3534500
Osvaldo Cruz;2013;7771;695;1303;4878;895;3534609
Osvaldo Cruz;2014;7911;630;1322;4998;961;3534609
Osvaldo Cruz;2015;7754;597;1315;4839;1003;3534609
Osvaldo Cruz;2016;7362;422;1198;4730;1012;3534609
Osvaldo Cruz;2017;7367;408;1094;4731;1134;3534609
Ourinhos;2013;27843;4118;6513;13394;3818;3534708
Ourinhos;2014;28006;3857;6268;13851;4030;3534708
Ourinhos;2015;27383;3459;5678;14150;4096;3534708
Ourinhos;2016;26600;3199;5263;14060;4078;3534708
Ourinhos;2017;26636;3074;4981;14417;4164;3534708
Ouro Verde;2013;681;132;169;282;98;3534807
Ouro Verde;2014;678;127;133;294;124;3534807
Ouro Verde;2015;771;127;163;332;149;3534807
Ouro Verde;2016;748;112;156;332;148;3534807
Ouro Verde;2017;765;46;216;341;162;3534807
Ouroeste;2013;3231;693;525;1559;454;3534757
Ouroeste;2014;3107;592;541;1494;480;3534757
Ouroeste;2015;2778;525;477;1367;409;3534757
Ouroeste;2016;2805;448;468;1432;457;3534757
Ouroeste;2017;2897;427;405;1605;460;3534757
Pacaembu;2013;1424;175;211;828;210;3534906
Pacaembu;2014;1469;180;208;854;227;3534906
Pacaembu;2015;1494;174;205;900;215;3534906
Pacaembu;2016;1461;107;182;939;233;3534906
Pacaembu;2017;1502;107;183;963;249;3534906
Palestina;2013;2750;975;493;1089;193;3535002
Palestina;2014;2871;867;565;1194;245;3535002
Palestina;2015;2717;776;517;1160;264;3535002
Palestina;2016;2580;705;461;1162;252;3535002
Palestina;2017;2548;639;443;1191;275;3535002
Palmares Paulista;2013;802;130;150;361;161;3535101
Palmares Paulista;2014;804;118;135;400;151;3535101
Palmares Paulista;2015;779;111;121;387;160;3535101
Palmares Paulista;2016;784;55;146;402;181;3535101
Palmares Paulista;2017;776;47;134;400;195;3535101
Palmeira d'Oeste;2013;1027;190;153;474;210;3535200
Palmeira d'Oeste;2014;1099;189;138;543;229;3535200
Palmeira d'Oeste;2015;1076;177;138;555;206;3535200
Palmeira d'Oeste;2016;1174;176;139;623;236;3535200
Palmeira d'Oeste;2017;1071;160;137;571;203;3535200
Palmital;2013;3808;426;637;2187;558;3535309
Palmital;2014;3828;381;567;2228;652;3535309
Palmital;2015;3816;335;538;2336;607;3535309
Palmital;2016;3823;494;612;2052;665;3535309
Palmital;2017;4039;513;641;2186;699;3535309
Panorama;2013;2960;125;1364;1208;263;3535408
Panorama;2014;3003;114;1218;1376;295;3535408
Panorama;2015;2904;120;1099;1390;295;3535408
Panorama;2016;2920;147;1046;1447;280;3535408
Panorama;2017;2776;86;969;1444;277;3535408
Paraguaçu Paulista;2013;14809;3464;2601;7516;1228;3535507
Paraguaçu Paulista;2014;14061;3308;1749;7621;1383;3535507
Paraguaçu Paulista;2015;12873;2417;1691;7374;1391;3535507
Paraguaçu Paulista;2016;12689;2270;1768;7279;1372;3535507
Paraguaçu Paulista;2017;12671;2257;1734;7265;1415;3535507
Paraibuna;2013;2695;669;541;1041;444;3535606
Paraibuna;2014;2728;609;488;1180;451;3535606
Paraibuna;2015;3021;699;540;1339;443;3535606
Paraibuna;2016;2731;571;486;1235;439;3535606
Paraibuna;2017;2734;517;525;1272;420;3535606
Paraíso;2013;2356;1037;275;747;297;3535705
Paraíso;2014;2134;854;234;752;294;3535705
Paraíso;2015;1772;637;204;694;237;3535705
Paraíso;2016;2147;702;224;898;323;3535705
Paraíso;2017;1968;594;242;871;261;3535705
Paranapanema;2013;4497;1066;874;2098;459;3535804
Paranapanema;2014;4763;1048;848;2274;593;3535804
Paranapanema;2015;4494;1202;1009;1758;525;3535804
Paranapanema;2016;4832;1201;1185;1575;871;3535804
Paranapanema;2017;4607;1050;1350;1583;624;3535804
Paranapuã;2013;600;161;90;239;110;3535903
Paranapuã;2014;633;174;93;256;110;3535903
Paranapuã;2015;651;193;85;257;116;3535903
Paranapuã;2016;688;179;95;295;119;3535903
Paranapuã;2017;734;191;106;337;100;3535903
Parapuã;2013;3380;828;1170;1102;280;3536000
Parapuã;2014;3135;654;1021;1182;278;3536000
Parapuã;2015;2986;606;978;1124;278;3536000
Parapuã;2016;2803;493;876;1117;317;3536000
Parapuã;2017;2928;444;871;1270;343;3536000
Pardinho;2013;2228;632;600;840;156;3536109
Pardinho;2014;2276;669;621;835;151;3536109
Pardinho;2015;2451;641;659;973;178;3536109
Pardinho;2016;2367;576;662;954;175;3536109
Pardinho;2017;2198;499;590;930;179;3536109
Pariquera-Açu;2013;4257;728;861;2139;529;3536208
Pariquera-Açu;2014;4780;732;795;2510;743;3536208
Pariquera-Açu;2015;4613;637;733;2548;695;3536208
Pariquera-Açu;2016;4623;856;709;2367;691;3536208
Pariquera-Açu;2017;4427;851;577;2302;697;3536208
Parisi;2013;320;101;40;125;54;3536257
Parisi;2014;287;95;48;94;50;3536257
Parisi;2015;292;84;45;114;49;3536257
Parisi;2016;293;62;50;129;52;3536257
Parisi;2017;314;64;51;141;58;3536257
Patrocínio Paulista;2013;3985;919;772;1764;530;3536307
Patrocínio Paulista;2014;4107;955;811;1803;538;3536307
Patrocínio Paulista;2015;4181;795;806;2001;579;3536307
Patrocínio Paulista;2016;4071;825;823;1928;495;3536307
Patrocínio Paulista;2017;4243;807;780;2081;575;3536307
Paulicéia;2013;2314;560;554;1037;163;3536406
Paulicéia;2014;2124;392;486;1070;176;3536406
Paulicéia;2015;2138;358;495;1099;186;3536406
Paulicéia;2016;2031;330;422;1084;195;3536406
Paulicéia;2017;1907;286;376;1051;194;3536406
Paulínia;2013;43256;5678;8700;21405;7473;3536505
Paulínia;2014;40025;4910;7428;19696;7991;3536505
Paulínia;2015;43876;4649;8003;22347;8877;3536505
Paulínia;2016;40881;3919;6595;21437;8930;3536505
Paulínia;2017;40792;3216;6024;22089;9463;3536505
Paulistânia;2013;241;69;34;92;46;3536570
Paulistânia;2014;258;66;30;105;57;3536570
Paulistânia;2015;297;78;51;110;58;3536570
Paulistânia;2016;307;72;58;112;65;3536570
Paulistânia;2017;315;61;41;141;72;3536570
Paulo de Faria;2013;911;251;152;354;154;3536604
Paulo de Faria;2014;1072;266;185;441;180;3536604
Paulo de Faria;2015;1046;244;185;448;169;3536604
Paulo de Faria;2016;1060;207;193;462;198;3536604
Paulo de Faria;2017;1071;212;203;474;182;3536604
Pederneiras;2013;14144;2512;3985;6338;1309;3536703
Pederneiras;2014;13627;2230;3605;6333;1459;3536703
Pederneiras;2015;12132;2050;3080;5579;1423;3536703
Pederneiras;2016;12224;1838;3084;5798;1504;3536703
Pederneiras;2017;12650;1913;3267;5843;1627;3536703
Pedra Bela;2013;755;168;147;326;114;3536802
Pedra Bela;2014;821;196;141;373;111;3536802
Pedra Bela;2015;842;191;162;374;115;3536802
Pedra Bela;2016;815;182;153;345;135;3536802
Pedra Bela;2017;845;169;160;426;90;3536802
Pedranópolis;2013;400;92;86;159;63;3536901
Pedranópolis;2014;413;90;88;175;60;3536901
Pedranópolis;2015;409;89;104;156;60;3536901
Pedranópolis;2016;388;88;84;151;65;3536901
Pedranópolis;2017;392;81;86;156;69;3536901
Pedregulho;2013;3450;1055;814;1225;356;3537008
Pedregulho;2014;3589;1051;827;1344;367;3537008
Pedregulho;2015;3317;918;760;1242;397;3537008
Pedregulho;2016;3407;768;866;1363;410;3537008
Pedregulho;2017;3328;645;825;1433;425;3537008
Pedreira;2013;13534;2874;3875;5602;1183;3537107
Pedreira;2014;13528;2711;3725;5888;1204;3537107
Pedreira;2015;13134;2431;3386;6081;1236;3537107
Pedreira;2016;13042;2277;3091;6323;1351;3537107
Pedreira;2017;13137;2217;3073;6460;1387;3537107
Pedrinhas Paulista;2013;511;116;50;247;98;3537156
Pedrinhas Paulista;2014;543;109;50;270;114;3537156
Pedrinhas Paulista;2015;537;96;61;264;116;3537156
Pedrinhas Paulista;2016;509;95;55;268;91;3537156
Pedrinhas Paulista;2017;600;119;57;312;112;3537156
Pedro de Toledo;2013;1025;194;257;425;149;3537206
Pedro de Toledo;2014;1033;184;276;434;139;3537206
